SOURCE,TARGET,SENTIMENT_SCORE,SENTIMENT
11,5,0.2777449488639832,positivo
11,6,0.2777449488639832,positivo
11,7,0.2777449488639832,positivo
11,2,0.2777449488639832,positivo
11,3,0.2777449488639832,positivo
11,4,0.2777449488639832,positivo
11,10,0.2777449488639832,positivo
11,9,0.2777449488639832,positivo
11,1,0.2777449488639832,positivo
1,5,0.441776841878891,negativo
1,6,0.441776841878891,negativo
1,7,0.441776841878891,negativo
1,2,0.441776841878891,negativo
1,3,0.441776841878891,negativo
1,4,0.441776841878891,negativo
1,10,0.441776841878891,negativo
1,9,0.441776841878891,negativo
1,11,0.441776841878891,negativo
9,5,0.6548778414726257,negativo
9,6,0.6548778414726257,negativo
9,7,0.6548778414726257,negativo
9,2,0.6548778414726257,negativo
9,3,0.6548778414726257,negativo
9,4,0.6548778414726257,negativo
9,10,0.6548778414726257,negativo
9,11,0.6548778414726257,negativo
9,1,0.6548778414726257,negativo
7,5,0.4545709192752838,positivo
7,6,0.4545709192752838,positivo
7,2,0.4545709192752838,positivo
7,3,0.4545709192752838,positivo
7,4,0.4545709192752838,positivo
7,10,0.4545709192752838,positivo
7,9,0.4545709192752838,positivo
7,11,0.4545709192752838,positivo
7,1,0.4545709192752838,positivo
1,5,0.5022553205490112,positivo
1,6,0.5022553205490112,positivo
1,7,0.5022553205490112,positivo
1,2,0.5022553205490112,positivo
1,3,0.5022553205490112,positivo
1,4,0.5022553205490112,positivo
1,10,0.5022553205490112,positivo
1,9,0.5022553205490112,positivo
1,11,0.5022553205490112,positivo
1,5,0.5207291841506958,positivo
1,6,0.5207291841506958,positivo
1,7,0.5207291841506958,positivo
1,2,0.5207291841506958,positivo
1,3,0.5207291841506958,positivo
1,4,0.5207291841506958,positivo
1,10,0.5207291841506958,positivo
1,9,0.5207291841506958,positivo
1,11,0.5207291841506958,positivo
1,5,0.4492065012454987,positivo
1,6,0.4492065012454987,positivo
1,7,0.4492065012454987,positivo
1,2,0.4492065012454987,positivo
1,3,0.4492065012454987,positivo
1,4,0.4492065012454987,positivo
1,10,0.4492065012454987,positivo
1,9,0.4492065012454987,positivo
1,11,0.4492065012454987,positivo
1,5,0.4301954805850983,positivo
1,6,0.4301954805850983,positivo
1,7,0.4301954805850983,positivo
1,2,0.4301954805850983,positivo
1,3,0.4301954805850983,positivo
1,4,0.4301954805850983,positivo
1,10,0.4301954805850983,positivo
1,9,0.4301954805850983,positivo
1,11,0.4301954805850983,positivo
10,5,0.6192913055419922,positivo
10,6,0.6192913055419922,positivo
10,7,0.6192913055419922,positivo
10,2,0.6192913055419922,positivo
10,3,0.6192913055419922,positivo
10,4,0.6192913055419922,positivo
10,9,0.6192913055419922,positivo
10,11,0.6192913055419922,positivo
10,1,0.6192913055419922,positivo
5,6,0.5513594150543213,positivo
5,7,0.5513594150543213,positivo
5,2,0.5513594150543213,positivo
5,3,0.5513594150543213,positivo
5,4,0.5513594150543213,positivo
5,10,0.5513594150543213,positivo
5,9,0.5513594150543213,positivo
5,11,0.5513594150543213,positivo
5,1,0.5513594150543213,positivo
6,5,0.2621879279613495,negativo
6,7,0.2621879279613495,negativo
6,2,0.2621879279613495,negativo
6,3,0.2621879279613495,negativo
6,4,0.2621879279613495,negativo
6,10,0.2621879279613495,negativo
6,9,0.2621879279613495,negativo
6,11,0.2621879279613495,negativo
6,1,0.2621879279613495,negativo
7,5,0.294189453125,positivo
7,6,0.294189453125,positivo
7,2,0.294189453125,positivo
7,3,0.294189453125,positivo
7,4,0.294189453125,positivo
7,10,0.294189453125,positivo
7,9,0.294189453125,positivo
7,11,0.294189453125,positivo
7,1,0.294189453125,positivo
7,5,0.4927786886692047,positivo
7,6,0.4927786886692047,positivo
7,2,0.4927786886692047,positivo
7,3,0.4927786886692047,positivo
7,4,0.4927786886692047,positivo
7,10,0.4927786886692047,positivo
7,9,0.4927786886692047,positivo
7,11,0.4927786886692047,positivo
7,1,0.4927786886692047,positivo
5,6,0.3578559160232544,positivo
5,7,0.3578559160232544,positivo
5,2,0.3578559160232544,positivo
5,3,0.3578559160232544,positivo
5,4,0.3578559160232544,positivo
5,10,0.3578559160232544,positivo
5,9,0.3578559160232544,positivo
5,11,0.3578559160232544,positivo
5,1,0.3578559160232544,positivo
1,5,0.5718205571174622,negativo
1,6,0.5718205571174622,negativo
1,7,0.5718205571174622,negativo
1,2,0.5718205571174622,negativo
1,3,0.5718205571174622,negativo
1,4,0.5718205571174622,negativo
1,10,0.5718205571174622,negativo
1,9,0.5718205571174622,negativo
1,11,0.5718205571174622,negativo
11,5,0.4066080152988434,positivo
11,6,0.4066080152988434,positivo
11,7,0.4066080152988434,positivo
11,2,0.4066080152988434,positivo
11,3,0.4066080152988434,positivo
