SOURCE,TARGET,SENTIMENT_SCORE,SENTIMENT
1,5,0.5132508873939514,positivo
1,12,0.5132508873939514,positivo
1,6,0.5132508873939514,positivo
1,2,0.5132508873939514,positivo
1,7,0.5132508873939514,positivo
1,3,0.5132508873939514,positivo
1,4,0.5132508873939514,positivo
1,10,0.5132508873939514,positivo
1,8,0.5132508873939514,positivo
1,9,0.5132508873939514,positivo
1,11,0.5132508873939514,positivo
1,5,0.631976306438446,positivo
1,12,0.631976306438446,positivo
1,6,0.631976306438446,positivo
1,2,0.631976306438446,positivo
1,7,0.631976306438446,positivo
1,3,0.631976306438446,positivo
1,4,0.631976306438446,positivo
1,10,0.631976306438446,positivo
1,8,0.631976306438446,positivo
1,9,0.631976306438446,positivo
1,11,0.631976306438446,positivo
1,5,0.3041024208068848,neutro
1,12,0.3041024208068848,neutro
1,6,0.3041024208068848,neutro
1,2,0.3041024208068848,neutro
1,7,0.3041024208068848,neutro
1,3,0.3041024208068848,neutro
1,4,0.3041024208068848,neutro
1,10,0.3041024208068848,neutro
1,8,0.3041024208068848,neutro
1,9,0.3041024208068848,neutro
1,11,0.3041024208068848,neutro
1,5,0.3594123423099518,positivo
1,12,0.3594123423099518,positivo
1,6,0.3594123423099518,positivo
1,2,0.3594123423099518,positivo
1,7,0.3594123423099518,positivo
1,3,0.3594123423099518,positivo
1,4,0.3594123423099518,positivo
1,10,0.3594123423099518,positivo
1,8,0.3594123423099518,positivo
1,9,0.3594123423099518,positivo
1,11,0.3594123423099518,positivo
5,12,0.6421078443527222,positivo
5,6,0.6421078443527222,positivo
5,2,0.6421078443527222,positivo
5,7,0.6421078443527222,positivo
5,3,0.6421078443527222,positivo
5,4,0.6421078443527222,positivo
5,10,0.6421078443527222,positivo
5,8,0.6421078443527222,positivo
5,9,0.6421078443527222,positivo
5,11,0.6421078443527222,positivo
5,1,0.6421078443527222,positivo
2,5,0.3339317142963409,negativo
2,12,0.3339317142963409,negativo
2,6,0.3339317142963409,negativo
2,7,0.3339317142963409,negativo
2,3,0.3339317142963409,negativo
2,4,0.3339317142963409,negativo
2,10,0.3339317142963409,negativo
2,8,0.3339317142963409,negativo
2,9,0.3339317142963409,negativo
2,11,0.3339317142963409,negativo
2,1,0.3339317142963409,negativo
5,12,0.3292795717716217,negativo
5,6,0.3292795717716217,negativo
5,2,0.3292795717716217,negativo
5,7,0.3292795717716217,negativo
5,3,0.3292795717716217,negativo
5,4,0.3292795717716217,negativo
5,10,0.3292795717716217,negativo
5,8,0.3292795717716217,negativo
5,9,0.3292795717716217,negativo
5,11,0.3292795717716217,negativo
5,1,0.3292795717716217,negativo
1,5,0.4227675497531891,positivo
1,12,0.4227675497531891,positivo
1,6,0.4227675497531891,positivo
1,2,0.4227675497531891,positivo
1,7,0.4227675497531891,positivo
1,3,0.4227675497531891,positivo
1,4,0.4227675497531891,positivo
1,10,0.4227675497531891,positivo
1,8,0.4227675497531891,positivo
1,9,0.4227675497531891,positivo
1,11,0.4227675497531891,positivo
5,12,0.3292795717716217,negativo
5,6,0.3292795717716217,negativo
5,2,0.3292795717716217,negativo
5,7,0.3292795717716217,negativo
5,3,0.3292795717716217,negativo
5,4,0.3292795717716217,negativo
5,10,0.3292795717716217,negativo
5,8,0.3292795717716217,negativo
5,9,0.3292795717716217,negativo
5,11,0.3292795717716217,negativo
5,1,0.3292795717716217,negativo
1,5,0.4296565651893616,positivo
1,12,0.4296565651893616,positivo
1,6,0.4296565651893616,positivo
1,2,0.4296565651893616,positivo
1,7,0.4296565651893616,positivo
1,3,0.4296565651893616,positivo
1,4,0.4296565651893616,positivo
1,10,0.4296565651893616,positivo
1,8,0.4296565651893616,positivo
1,9,0.4296565651893616,positivo
1,11,0.4296565651893616,positivo
10,5,0.279528945684433,positivo
10,12,0.279528945684433,positivo
10,6,0.279528945684433,positivo
10,2,0.279528945684433,positivo
10,7,0.279528945684433,positivo
10,3,0.279528945684433,positivo
10,4,0.279528945684433,positivo
10,8,0.279528945684433,positivo
10,9,0.279528945684433,positivo
10,11,0.279528945684433,positivo
10,1,0.279528945684433,positivo
1,5,0.7692422270774841,positivo
1,12,0.7692422270774841,positivo
1,6,0.7692422270774841,positivo
1,2,0.7692422270774841,positivo
1,7,0.7692422270774841,positivo
1,3,0.7692422270774841,positivo
1,4,0.7692422270774841,positivo
1,10,0.7692422270774841,positivo
1,8,0.7692422270774841,positivo
1,9,0.7692422270774841,positivo
1,11,0.7692422270774841,positivo
1,5,0.2874988913536072,positivo
1,12,0.2874988913536072,positivo
1,6,0.2874988913536072,positivo
1,2,0.2874988913536072,positivo
1,7,0.2874988913536072,positivo
1,3,0.2874988913536072,positivo
1,4,0.2874988913536072,positivo
1,10,0.2874988913536072,positivo
1,8,0.2874988913536072,positivo
1,9,0.2874988913536072,positivo
1,11,0.2874988913536072,positivo
5,12,0.3292795717716217,negativo
5,6,0.3292795717716217,negativo
5,2,0.3292795717716217,negativo
5,7,0.3292795717716217,negativo
5,3,0.3292795717716217,negativo
5,4,0.3292795717716217,negativo
5,10,0.3292795717716217,negativo
5,8,0.3292795717716217,negativo
5,9,0.3292795717716217,negativo
5,11,0.3292795717716217,negativo
5,1,0.3292795717716217,negativo
2,5,0.2897277772426605,neutro
2,12,0.2897277772426605,neutro
2,6,0.2897277772426605,neutro
2,7,0.2897277772426605,neutro
2,3,0.2897277772426605,neutro
2,4,0.2897277772426605,neutro
2,10,0.2897277772426605,neutro
2,8,0.2897277772426605,neutro
2,9,0.2897277772426605,neutro
2,11,0.2897277772426605,neutro
2,1,0.2897277772426605,neutro
2,5,0.3159469068050385,negativo
2,12,0.3159469068050385,negativo
2,6,0.3159469068050385,negativo
2,7,0.3159469068050385,negativo
2,3,0.3159469068050385,negativo
2,4,0.3159469068050385,negativo
2,10,0.3159469068050385,negativo
2,8,0.3159469068050385,negativo
2,9,0.3159469068050385,negativo
2,11,0.3159469068050385,negativo
2,1,0.3159469068050385,negativo
1,5,0.3066782653331757,negativo
1,12,0.3066782653331757,negativo
1,6,0.3066782653331757,negativo
1,2,0.3066782653331757,negativo
1,7,0.3066782653331757,negativo
1,3,0.3066782653331757,negativo
1,4,0.3066782653331757,negativo
1,10,0.3066782653331757,negativo
1,8,0.3066782653331757,negativo
1,9,0.3066782653331757,negativo
1,11,0.3066782653331757,negativo
1,5,0.3077299892902374,positivo
